age,sex,race,priors_count,days_b_screening_arrest,c_charge_degree,decile_score,two_year_recid
36,Female,Caucasian,4,-2,M,7,0
37,Male,Hispanic,3,1,M,7,1
39,Male,Caucasian,0,-2,M,8,0
31,Male,African-American,1,12,M,5,1
35,Male,African-American,3,1,M,5,1
26,Male,Caucasian,0,6,M,4,1
18,Male,Caucasian,0,-2,F,1,1
25,Male,African-American,2,6,F,2,0
18,Male,African-American,5,-1,M,8,0
36,Male,Caucasian,0,2,F,1,0
44,Female,African-American,3,4,F,5,0
23,Male,African-American,3,0,F,8,1
34,Female,African-American,3,-3,M,4,1
40,Female,Caucasian,3,-4,M,6,0
33,Male,Hispanic,1,-6,F,6,0
29,Male,Other,0,-15,M,6,0
29,Male,Caucasian,2,4,F,3,1
24,Female,Caucasian,0,-2,M,2,0
18,Male,African-American,0,4,F,8,0
32,Male,Caucasian,2,-6,F,4,1
37,Male,African-American,0,0,F,6,1
27,Male,Caucasian,0,0,F,4,0
23,Male,African-American,1,-3,F,6,1
19,Male,African-American,1,5,M,2,0
33,Male,African-American,4,4,F,4,1
40,Male,African-American,0,-2,M,5,0
37,Male,African-American,1,5,M,2,1
33,Male,African-American,1,5,F,10,0
18,Male,Asian,0,5,M,3,0
24,Male,African-American,3,7,M,8,0
26,Female,Caucasian,2,3,M,7,1
28,Female,Hispanic,1,5,M,5,0
54,Male,Native American,0,-1,M,8,1
29,Male,Caucasian,0,-2,M,2,0
40,Male,Caucasian,2,0,M,2,0
21,Male,African-American,1,-1,M,5,1
18,Male,African-American,3,1,M,1,1
28,Male,African-American,0,0,M,7,0
41,Male,Caucasian,0,-1,M,5,0
20,Male,Caucasian,0,9,M,2,0
24,Male,African-American,0,7,M,10,0
26,Male,African-American,2,7,F,9,0
20,Male,Caucasian,0,-5,M,7,0
20,Male,African-American,4,0,M,6,1
53,Male,Caucasian,2,1,F,5,0
18,Female,Caucasian,0,0,M,3,0
18,Male,Caucasian,1,-9,M,6,0
26,Female,Caucasian,3,0,M,1,0
29,Male,Hispanic,0,-4,F,6,1
36,Male,African-American,3,2,M,4,0
19,Male,Caucasian,3,-2,F,2,0
48,Male,Caucasian,1,-9,F,2,0
38,Male,African-American,2,1,F,5,1
18,Male,African-American,9,-6,M,5,1
26,Male,African-American,2,7,M,6,0
18,Male,African-American,0,-5,F,6,1
42,Male,Caucasian,0,-8,F,3,0
21,Male,Caucasian,2,-1,F,1,0
18,Male,African-American,0,2,F,3,1
45,Female,African-American,1,-16,M,4,1
48,Male,Other,0,5,M,3,1
20,Male,African-American,3,-7,M,4,1
41,Male,African-American,7,7,F,5,1
44,Male,Caucasian,0,-7,F,7,0
18,Male,Caucasian,3,-6,M,5,0
18,Female,African-American,4,-3,M,9,0
44,Male,African-American,0,9,F,2,0
30,Female,African-American,2,11,M,5,0
36,Male,Caucasian,0,-5,F,3,1
30,Male,Caucasian,3,-9,M,4,0
33,Male,African-American,1,9,F,7,1
49,Male,Caucasian,1,-12,M,4,1
27,Male,Caucasian,2,-6,F,5,0
28,Male,African-American,5,0,M,8,1
22,Male,African-American,1,-3,F,2,0
37,Female,Caucasian,0,-6,F,1,1
30,Male,African-American,2,-11,F,5,1
28,Female,African-American,4,-6,F,5,0
18,Male,Caucasian,0,0,M,5,1
39,Male,Hispanic,1,0,F,6,0
21,Female,Caucasian,1,-8,M,1,1
32,Female,Caucasian,0,1,M,4,0
31,Male,Caucasian,2,2,M,1,0
18,Male,African-American,0,-12,M,2,0
23,Male,Caucasian,0,-3,M,5,0
20,Male,African-American,1,-12,M,4,0
25,Male,African-American,0,9,M,7,1
30,Male,Caucasian,0,2,F,2,0
51,Female,Caucasian,1,-2,M,4,1
29,Female,African-American,5,-10,F,7,1
30,Male,Hispanic,0,-6,M,1,0
31,Male,African-American,3,-2,M,2,1
18,Female,African-American,1,7,F,5,0
37,Male,African-American,2,1,M,8,1
18,Male,Caucasian,0,0,M,6,1
21,Male,Caucasian,2,0,M,5,0
21,Male,African-American,4,2,F,4,1
33,Female,Caucasian,1,7,F,2,1
40,Male,African-American,1,-12,M,4,0
55,Male,Caucasian,4,1,M,2,1
26,Male,African-American,2,0,F,5,0
30,Female,African-American,1,0,M,5,0
34,Female,Other,2,3,M,3,0
28,Male,African-American,0,3,M,5,1
18,Male,African-American,1,0,M,8,0
18,Male,Caucasian,0,-2,M,6,0
31,Male,Other,2,1,M,8,1
39,Male,African-American,6,-2,F,4,1
31,Male,African-American,7,0,F,4,1
21,Male,African-American,1,2,M,6,1
33,Male,African-American,2,-7,F,6,0
24,Male,African-American,0,4,F,6,1
26,Female,Caucasian,0,3,M,5,1
18,Male,Native American,4,-11,M,4,0
24,Male,African-American,5,-12,F,8,1
35,Female,African-American,0,4,F,7,0
21,Male,African-American,1,-9,F,5,1
26,Male,African-American,4,-4,F,8,1
49,Male,Hispanic,0,-4,F,1,0
26,Male,African-American,2,-1,F,6,0
50,Male,African-American,3,2,M,4,0
18,Male,Caucasian,1,5,M,1,1
33,Female,African-American,2,-3,M,5,0
49,Male,Caucasian,4,3,F,6,0
31,Male,African-American,2,2,M,5,1
49,Male,Caucasian,1,0,M,6,1
29,Male,Other,0,1,F,3,0
25,Male,Caucasian,0,-2,M,3,0
33,Male,Other,0,-1,F,3,0
28,Male,African-American,0,2,F,2,0
34,Male,African-American,2,-8,M,3,0
42,Male,Caucasian,3,-6,F,6,0
43,Male,Caucasian,0,1,F,6,0
20,Female,African-American,1,4,M,4,0
18,Male,African-American,0,1,M,2,0
29,Male,African-American,3,-3,M,7,0
32,Male,African-American,1,-1,F,6,1
23,Male,African-American,2,-9,M,8,0
32,Male,Caucasian,2,0,F,7,0
32,Male,African-American,1,-5,F,4,0
28,Male,African-American,0,-8,M,8,1
36,Male,Caucasian,4,7,F,2,0
25,Female,Caucasian,3,0,M,4,0
44,Male,Hispanic,0,-6,M,6,1
37,Female,Caucasian,0,-5,F,3,0
28,Male,African-American,4,0,M,8,0
24,Male,Caucasian,4,-8,M,4,0
40,Male,Caucasian,0,6,F,3,1
31,Female,African-American,2,-14,M,3,0
23,Female,Caucasian,0,-2,M,6,0
31,Male,Hispanic,1,-1,M,4,0
18,Male,African-American,4,-2,M,6,1
22,Male,African-American,2,3,M,4,0
28,Male,African-American,6,1,M,3,0
21,Male,African-American,4,-3,F,6,1
35,Female,African-American,3,-5,M,6,1
45,Male,Caucasian,0,-4,M,4,0
29,Male,African-American,7,2,M,6,0
25,Male,Other,2,-5,M,5,1
20,Male,Caucasian,1,13,M,4,1
26,Male,Caucasian,1,1,F,5,1
53,Male,Caucasian,0,0,M,3,0
18,Female,African-American,5,-1,M,3,1
38,Male,African-American,8,-7,M,7,1
30,Male,Caucasian,1,3,M,2,0
29,Male,Caucasian,0,-8,M,5,0
31,Male,Caucasian,3,8,F,5,0
19,Male,African-American,0,4,M,3,1
23,Male,Other,1,2,M,6,0
21,Male,African-American,7,3,M,8,1
37,Female,Hispanic,1,0,F,6,1
43,Male,Other,3,0,M,1,1
19,Male,African-American,1,-2,F,1,1
27,Female,Caucasian,2,-2,F,4,0
27,Male,African-American,0,-4,F,6,0
21,Female,African-American,2,0,M,4,1
44,Male,Caucasian,0,9,F,3,1
40,Male,Caucasian,0,1,F,5,0
22,Female,Other,0,-8,F,8,0
22,Female,Caucasian,0,6,M,3,0
30,Male,African-American,4,-7,F,5,1
36,Male,Caucasian,0,6,F,4,0
40,Male,Other,1,0,F,6,0
30,Female,African-American,0,0,M,8,0
18,Male,Asian,0,5,M,1,1
35,Female,African-American,5,7,M,6,0
39,Male,Caucasian,1,-2,M,2,0
25,Male,African-American,0,-11,M,3,1
33,Male,African-American,6,3,F,6,0
25,Male,African-American,8,-6,M,6,1
41,Female,Caucasian,0,-5,F,4,0
26,Male,African-American,2,0,M,7,0
20,Female,African-American,3,-3,M,5,1
41,Male,Caucasian,3,-5,M,4,1
18,Male,Hispanic,0,-3,M,5,1
30,Female,African-American,6,6,F,7,0
31,Male,African-American,1,-3,M,4,1
19,Male,African-American,0,0,F,9,0
28,Male,African-American,6,6,M,6,1
30,Female,Caucasian,0,-2,M,1,0
29,Female,Caucasian,0,-6,M,1,0
19,Male,Caucasian,1,-2,M,4,1
22,Female,African-American,2,-13,M,9,0
27,Male,Caucasian,1,0,F,1,0
33,Male,Caucasian,0,-3,M,3,0
25,Female,Caucasian,0,-7,F,2,0
22,Male,Caucasian,1,12,F,7,0
40,Male,Caucasian,0,-7,F,6,1
36,Male,Caucasian,0,5,M,5,0
36,Male,African-American,1,2,F,1,0
37,Male,Other,0,-3,M,6,0
27,Male,Caucasian,1,2,F,8,0
32,Male,Caucasian,0,-3,F,5,0
22,Male,African-American,3,-3,M,3,1
25,Male,Caucasian,0,-2,M,6,1
19,Male,Caucasian,2,3,M,2,1
33,Male,African-American,12,0,M,4,0
18,Male,African-American,2,0,F,4,0
28,Male,Caucasian,3,-11,M,5,1
28,Male,Caucasian,0,1,F,3,0
18,Female,Caucasian,4,-7,M,1,1
40,Male,African-American,2,-7,F,5,0
29,Female,Caucasian,1,-1,M,2,0
20,Male,African-American,4,8,F,1,1
23,Male,African-American,1,1,F,4,1
18,Female,African-American,1,-8,M,5,1
18,Male,African-American,5,12,F,7,0
33,Male,African-American,1,-7,M,4,0
28,Male,African-American,3,5,F,3,0
42,Male,African-American,0,7,M,9,1
41,Male,African-American,6,0,F,4,1
30,Male,Caucasian,0,-8,M,4,0
30,Male,African-American,0,0,F,2,1
28,Male,African-American,2,-1,F,4,1
18,Female,Caucasian,0,-12,F,4,0
18,Male,African-American,2,-2,F,5,0
28,Male,African-American,2,-8,M,3,1
33,Female,African-American,4,-1,F,4,1
30,Male,African-American,1,3,M,4,0
27,Male,Caucasian,1,-2,M,2,0
18,Male,Caucasian,2,6,F,5,0
39,Male,Hispanic,1,1,F,3,0
30,Male,Caucasian,7,-6,M,4,1
29,Male,Other,0,-5,F,7,0
22,Female,African-American,2,6,F,5,1
37,Female,African-American,6,-2,M,6,1
29,Male,African-American,0,15,M,4,0
32,Male,African-American,0,-7,M,4,0
18,Male,Caucasian,1,5,F,4,1
38,Male,Caucasian,1,-11,F,7,0
20,Male,African-American,6,-20,M,5,1
34,Male,Other,0,1,M,9,0
43,Male,Caucasian,1,-14,M,2,1
24,Female,African-American,1,6,F,5,1
36,Male,African-American,5,6,M,7,0
34,Male,African-American,2,-5,F,7,1
25,Female,African-American,1,-4,M,8,0
40,Male,African-American,8,-14,M,4,1
30,Male,Caucasian,0,-10,M,6,1
41,Male,African-American,0,-7,M,6,1
31,Male,African-American,5,-8,F,4,0
27,Female,Asian,2,0,M,7,1
28,Male,Caucasian,1,8,F,7,0
22,Male,Other,2,-3,F,6,1
26,Male,African-American,3,-1,F,6,0
18,Male,African-American,4,0,F,6,0
24,Male,Caucasian,4,-7,M,1,1
20,Male,African-American,2,0,F,4,1
33,Male,African-American,3,-4,F,7,1
22,Male,Caucasian,2,9,M,4,1
24,Male,Caucasian,0,-3,M,4,1
43,Male,African-American,8,1,F,8,1
26,Male,African-American,1,-2,M,6,0
19,Female,African-American,1,-3,M,7,1
34,Female,African-American,0,1,M,6,0
23,Male,African-American,0,-3,F,3,1
27,Female,African-American,0,-1,M,4,0
24,Male,African-American,5,-3,M,5,1
41,Male,Other,0,11,M,4,1
30,Male,Caucasian,1,-1,F,6,0
45,Male,Caucasian,1,3,M,4,0
18,Male,African-American,4,-5,M,2,0
32,Male,African-American,1,-2,F,6,0
18,Female,African-American,0,5,F,7,1
18,Female,African-American,2,0,F,5,0
38,Male,African-American,0,10,M,6,0
18,Male,Caucasian,0,-4,F,3,0
31,Male,Caucasian,1,10,M,5,0
27,Male,Caucasian,0,-1,F,7,1
25,Male,African-American,4,-1,F,1,1
29,Male,Hispanic,0,1,M,1,0
25,Male,African-American,8,-2,F,10,1
30,Female,African-American,0,4,M,7,0
21,Male,African-American,2,-1,M,8,1
50,Male,Caucasian,0,-4,M,6,1
22,Male,Native American,2,-1,F,1,0
32,Male,African-American,1,-14,M,7,1
32,Female,Hispanic,0,-4,M,3,0
31,Male,Caucasian,0,1,M,4,0
18,Female,African-American,3,6,F,2,1
37,Female,African-American,1,4,F,4,0
19,Male,African-American,3,0,F,5,1
18,Male,Other,0,0,M,1,1
35,Female,African-American,0,-2,F,1,0
34,Female,Caucasian,1,-1,F,5,1
18,Male,African-American,1,2,M,5,1
18,Male,Caucasian,0,-5,F,5,1
23,Male,African-American,2,-1,M,5,1
36,Male,Caucasian,0,5,M,4,1
19,Male,Caucasian,5,3,F,4,1
33,Female,Caucasian,0,1,M,4,0
54,Male,Hispanic,0,-6,F,1,0
18,Male,African-American,1,5,M,5,0
21,Male,Caucasian,1,-12,M,4,0
34,Male,African-American,1,-5,F,7,0
26,Male,African-American,8,0,M,6,0
50,Female,Caucasian,0,4,F,1,0
36,Male,African-American,4,-3,M,6,0
30,Male,Caucasian,0,1,M,2,0
22,Male,Native American,0,-7,F,2,0
18,Male,African-American,6,1,F,1,1
28,Male,Caucasian,0,5,F,2,0
25,Male,African-American,4,-1,M,9,1
45,Male,African-American,1,7,M,3,0
25,Male,African-American,6,1,M,4,1
43,Male,Other,2,3,F,5,0
38,Male,Hispanic,2,0,M,3,0
26,Female,Hispanic,0,-13,M,8,0
20,Male,Native American,0,6,M,3,1
24,Male,African-American,2,2,M,6,1
40,Male,African-American,1,0,M,4,1
43,Male,Caucasian,2,-8,M,6,1
45,Male,African-American,2,-1,M,4,1
34,Male,African-American,1,-2,M,5,0
22,Male,African-American,1,-12,M,2,1
25,Male,Caucasian,2,11,F,7,1
30,Female,Caucasian,2,6,M,4,0
21,Male,African-American,0,-5,F,9,1
68,Male,African-American,0,-5,M,6,0
27,Male,Caucasian,0,0,F,4,0
23,Female,Caucasian,0,3,M,4,1
22,Female,African-American,1,-1,F,6,1
24,Male,Caucasian,0,1,M,2,0
37,Male,African-American,0,-5,M,4,0
44,Male,African-American,0,-5,M,1,0
50,Male,Caucasian,1,-4,M,2,0
34,Male,Caucasian,0,-4,M,2,1
18,Male,African-American,9,-9,F,7,1
28,Male,Caucasian,0,0,F,5,1
31,Female,Caucasian,1,7,F,2,0
27,Female,Caucasian,1,-7,F,6,0
37,Male,Caucasian,0,-3,M,3,0
33,Male,Caucasian,1,-5,F,5,0
45,Female,African-American,1,-7,F,2,0
27,Male,African-American,0,-18,M,5,0
45,Male,African-American,3,-5,F,7,1
41,Male,African-American,0,-4,F,5,1
18,Male,Caucasian,1,5,F,8,1
30,Male,Caucasian,8,-1,M,3,0
26,Male,African-American,3,4,M,5,0
22,Male,African-American,2,0,M,7,0
29,Male,African-American,2,-2,M,3,0
28,Male,African-American,0,10,F,6,1
18,Male,Caucasian,1,-3,M,6,0
32,Female,African-American,2,0,M,7,0
33,Male,Caucasian,0,-4,M,6,1
27,Male,Other,2,-4,M,4,0
24,Male,African-American,6,5,M,6,0
29,Male,African-American,7,0,M,7,1
36,Male,African-American,3,-6,F,8,0
21,Male,Caucasian,1,0,F,6,0
25,Male,Caucasian,2,5,F,3,1
26,Male,African-American,2,-5,F,9,0
48,Male,Caucasian,0,-5,M,1,1
31,Male,Hispanic,0,-4,M,10,1
21,Male,African-American,4,-2,M,9,1
23,Male,African-American,3,1,M,9,1
32,Male,Hispanic,0,0,F,5,1
29,Male,Caucasian,5,0,M,4,0
35,Male,Hispanic,0,7,F,1,0
26,Male,Caucasian,0,0,F,4,1
41,Male,Caucasian,2,3,F,4,0
27,Male,African-American,1,-4,M,2,1
45,Male,Caucasian,2,2,M,4,0
49,Male,Hispanic,0,0,M,7,1
21,Male,Caucasian,1,-2,F,2,0
27,Female,African-American,0,0,F,3,0
33,Female,African-American,4,-10,M,6,1
18,Male,African-American,0,1,M,9,0
20,Male,African-American,0,-8,M,6,0
22,Male,African-American,5,6,M,9,0
40,Male,Caucasian,3,-2,M,5,1
53,Male,Caucasian,0,-5,F,3,0
20,Male,African-American,5,3,F,5,1
25,Female,Caucasian,0,1,F,5,0
33,Male,African-American,0,0,M,8,0
29,Male,African-American,2,-17,F,6,1
37,Male,African-American,7,4,F,5,1
31,Male,Caucasian,0,0,M,4,0
18,Female,African-American,2,-4,M,4,0
20,Female,African-American,1,-6,F,7,1
40,Female,African-American,0,6,M,5,1
24,Male,Caucasian,0,1,M,3,1
38,Male,African-American,1,8,M,6,0
18,Male,Caucasian,0,6,M,7,0
40,Male,Caucasian,1,0,M,2,0
18,Male,Caucasian,1,1,M,4,1
39,Male,Other,0,-9,F,2,0
22,Male,African-American,3,3,M,5,1
29,Male,African-American,1,0,F,3,1
37,Male,Hispanic,0,-1,M,3,0
18,Male,African-American,3,-3,M,3,0
33,Male,Caucasian,0,3,M,3,1
18,Male,Caucasian,5,-4,F,3,0
42,Male,Caucasian,2,-7,M,1,0
29,Male,Other,2,-6,F,4,0
32,Male,Native American,0,-8,M,6,0
38,Female,Caucasian,1,4,F,7,1
38,Male,African-American,1,-3,M,9,0
32,Male,Hispanic,0,-1,F,3,0
23,Male,African-American,0,7,F,6,0
19,Female,African-American,4,-6,F,6,1
39,Male,Hispanic,2,-7,M,1,1
26,Male,African-American,2,0,F,7,1
22,Male,African-American,2,-4,M,5,0
18,Male,African-American,0,5,F,9,0
18,Male,Hispanic,0,-1,F,5,1
24,Male,African-American,4,-5,F,8,1
43,Female,Caucasian,0,-5,M,1,0
33,Female,African-American,3,3,M,10,0
47,Male,Caucasian,1,-2,M,6,1
18,Male,Caucasian,0,1,F,2,1
31,Male,African-American,2,-5,F,4,0
21,Female,African-American,3,-7,F,3,0
18,Male,African-American,1,-6,M,6,0
26,Female,Other,2,-5,F,5,1
19,Male,Caucasian,2,2,M,5,0
36,Male,Other,0,-9,M,7,0
42,Female,African-American,3,-7,M,1,1
39,Male,Caucasian,0,2,M,5,0
29,Male,Caucasian,0,1,M,4,0
34,Male,Caucasian,1,2,M,6,0
24,Male,Other,1,-8,F,3,0
19,Male,African-American,10,-1,F,10,1
44,Male,African-American,3,-10,F,7,1
43,Male,Caucasian,1,-9,F,6,1
40,Female,Caucasian,0,-3,M,4,0
37,Female,Caucasian,2,0,M,5,1
38,Male,African-American,0,5,M,6,1
32,Male,African-American,1,-3,M,5,0
33,Male,African-American,5,1,F,5,1
23,Male,African-American,4,-6,F,4,1
40,Male,Caucasian,1,7,F,2,0
38,Female,Caucasian,0,3,M,4,1
21,Female,African-American,2,-5,M,4,0
18,Male,African-American,2,-3,F,3,1
33,Male,African-American,2,0,F,8,1
18,Male,African-American,2,-4,F,5,1
27,Male,Caucasian,1,-7,F,5,0
28,Male,Hispanic,0,0,M,1,0
38,Male,African-American,1,0,F,9,1
27,Male,Caucasian,0,-4,F,4,0
33,Male,Hispanic,2,0,F,10,0
18,Female,Caucasian,0,-10,M,4,0
36,Male,African-American,0,1,F,3,0
39,Male,Other,0,0,F,8,0
18,Male,African-American,2,-6,F,5,1
30,Female,African-American,2,-12,F,7,1
52,Male,African-American,14,2,M,8,1
28,Male,African-American,4,-5,F,5,1
28,Female,African-American,4,2,M,6,0
35,Male,African-American,0,4,M,4,0
28,Male,African-American,3,10,F,1,1
40,Male,Caucasian,1,-12,M,6,0
32,Male,Hispanic,1,3,M,4,1
18,Male,African-American,1,-6,F,4,1
20,Female,Hispanic,5,2,M,3,1
42,Male,Hispanic,2,0,M,4,0
25,Male,Caucasian,1,8,M,3,0
21,Male,African-American,5,1,F,2,1
21,Male,Caucasian,0,6,M,6,0
23,Male,Other,0,0,F,3,0
30,Male,Caucasian,0,-6,M,3,1
30,Male,African-American,2,13,M,5,0
26,Male,African-American,2,1,F,4,0
32,Female,Caucasian,2,-3,M,6,0
23,Male,Caucasian,2,-4,M,7,0
32,Female,African-American,3,4,F,8,0
24,Male,African-American,0,-13,M,4,1
28,Female,Caucasian,2,-9,M,4,0
18,Female,Hispanic,0,-1,F,3,1
38,Male,African-American,9,-13,M,5,1
29,Female,Other,1,-5,F,5,0
33,Male,African-American,4,0,F,7,1
50,Female,Caucasian,1,4,M,3,1
41,Female,Caucasian,1,4,M,8,0
25,Male,Caucasian,0,2,F,4,0
39,Male,Other,2,-11,F,7,0
23,Male,African-American,1,-7,M,5,1
34,Male,Hispanic,0,-2,F,4,1
44,Male,African-American,9,5,M,5,0
43,Male,Caucasian,0,3,F,1,1
33,Male,Caucasian,1,0,M,3,0
30,Female,Caucasian,2,-13,F,1,1
28,Male,African-American,0,3,F,3,1
23,Male,Hispanic,1,-4,M,4,1
34,Female,African-American,7,-5,F,10,1
18,Male,African-American,0,3,F,7,0
40,Male,Caucasian,3,-5,F,2,0
39,Male,African-American,1,0,F,9,1
18,Male,Caucasian,0,0,F,7,1
18,Male,African-American,0,10,M,1,1
20,Male,African-American,0,-3,F,4,1
24,Female,Caucasian,0,3,M,7,0
44,Male,Caucasian,0,-7,F,4,0
28,Male,African-American,3,0,M,3,1
18,Male,Caucasian,0,-3,F,6,1
21,Female,Caucasian,1,0,F,5,1
22,Female,Caucasian,0,0,F,9,1
20,Male,African-American,1,6,M,2,0
50,Male,Caucasian,1,0,M,5,0
20,Male,Caucasian,0,-6,M,4,0
47,Female,Caucasian,1,-10,M,2,0
43,Male,African-American,1,-4,F,3,1
35,Male,Caucasian,2,5,M,4,1
18,Male,Caucasian,0,2,M,2,0
30,Male,Caucasian,0,-3,F,3,1
21,Male,African-American,2,-4,F,4,1
28,Male,Hispanic,1,-1,M,7,1
36,Male,Caucasian,0,-8,F,3,1
38,Male,African-American,5,0,F,4,0
32,Male,African-American,0,1,M,6,0
36,Male,Hispanic,0,7,M,3,0
21,Male,African-American,2,3,F,1,0
31,Male,Other,0,-13,M,3,0
37,Male,Caucasian,0,5,F,3,0
40,Male,Caucasian,0,0,F,6,0
20,Male,African-American,3,-2,F,7,1
25,Male,African-American,4,0,F,4,1
23,Male,Other,2,0,F,4,0
33,Female,African-American,0,3,F,6,0
53,Male,Caucasian,2,-3,M,7,1
18,Male,African-American,4,4,M,6,0
34,Male,African-American,4,15,F,7,1
18,Female,African-American,1,-7,M,4,1
18,Male,Caucasian,0,-4,F,2,0
53,Male,Other,5,-1,M,1,1
18,Male,African-American,4,-9,M,7,1
23,Male,African-American,2,-1,F,7,1
31,Male,African-American,1,4,F,4,1
40,Male,Caucasian,0,-1,F,6,0
28,Male,African-American,1,-8,M,6,1
18,Male,Hispanic,0,4,M,2,0
26,Female,African-American,1,0,M,1,0
19,Male,African-American,2,2,M,7,0
25,Male,African-American,5,2,F,2,1
32,Female,Asian,2,4,F,2,1
43,Female,African-American,0,-1,M,7,0
18,Female,African-American,4,0,F,4,1
50,Female,Caucasian,0,1,M,7,1
30,Female,Caucasian,1,1,F,1,0
36,Male,African-American,2,-1,M,7,1
23,Female,African-American,3,0,M,9,1
45,Female,Caucasian,0,-9,F,3,0
33,Male,African-American,2,3,M,1,0
48,Male,Caucasian,0,0,F,5,0
36,Female,Caucasian,0,-4,F,7,0
18,Male,African-American,2,-10,M,3,1
33,Female,African-American,0,0,F,6,1
29,Male,African-American,1,-7,F,2,0
43,Male,Caucasian,0,-7,M,4,0
52,Male,Caucasian,0,-13,M,5,0
24,Male,African-American,1,6,F,1,1
36,Male,Caucasian,0,-9,M,1,0
39,Male,Native American,0,7,M,4,1
26,Male,African-American,3,7,F,3,0
18,Male,Hispanic,0,-3,F,4,1
31,Male,African-American,6,-2,M,9,0
37,Male,African-American,2,0,F,10,1
20,Male,African-American,3,-5,M,7,1
39,Male,African-American,1,-2,F,5,0
29,Male,African-American,4,-5,M,4,0
30,Male,African-American,2,-6,M,6,0
47,Male,Hispanic,2,10,M,1,0
28,Male,Caucasian,1,1,F,5,0
23,Male,Caucasian,5,2,M,3,1
35,Female,African-American,7,-3,M,4,1
21,Female,African-American,4,-4,F,2,1
43,Female,African-American,2,-7,F,5,0
22,Male,Caucasian,0,1,F,3,0
18,Male,Hispanic,0,-4,F,9,0
28,Male,African-American,3,3,F,4,1
50,Male,African-American,0,-4,M,8,1
21,Female,Caucasian,0,3,M,6,1
32,Male,African-American,3,2,F,7,0
25,Male,African-American,1,11,M,5,1
18,Male,Caucasian,1,-4,M,2,1
35,Female,Caucasian,0,-3,M,3,0
24,Female,African-American,1,-1,F,4,0
38,Male,African-American,3,5,M,5,1
18,Female,Native American,4,0,F,9,0
28,Male,African-American,3,-8,F,5,1
35,Female,African-American,2,7,F,5,0
22,Female,African-American,11,-7,F,4,1
28,Female,African-American,4,-1,M,10,0
26,Male,African-American,3,-5,F,8,0
41,Male,Caucasian,0,-5,F,4,1
38,Male,African-American,0,-7,F,5,0
27,Male,African-American,3,4,M,9,0
53,Female,Caucasian,0,-1,M,4,1
41,Male,African-American,0,-3,F,6,1
54,Male,Hispanic,0,5,M,6,1
27,Male,Hispanic,3,5,F,4,1
22,Male,African-American,2,-1,F,5,1
37,Male,Caucasian,0,-4,F,5,1
36,Male,African-American,2,-5,M,4,1
23,Male,Asian,3,0,M,4,1
34,Male,African-American,0,-9,M,7,1
34,Female,Asian,0,-2,F,1,0
20,Male,Caucasian,0,-10,M,3,1
28,Female,African-American,2,-4,M,7,0
36,Male,Caucasian,1,9,F,3,1
30,Male,Native American,3,-1,F,5,1
42,Male,Hispanic,0,6,F,5,0
41,Male,African-American,2,-2,M,7,1
25,Male,Caucasian,1,4,M,5,1
18,Male,African-American,3,-8,M,7,0
18,Male,African-American,3,-5,F,8,1
18,Male,African-American,3,6,M,3,0
18,Male,African-American,7,-1,F,7,0
29,Male,Caucasian,1,-5,M,3,1
22,Male,African-American,2,2,F,6,1
18,Female,Caucasian,0,-1,M,6,1
32,Male,African-American,4,3,M,5,1
25,Male,African-American,2,-8,M,9,1
18,Female,African-American,5,-2,F,8,1
27,Male,African-American,1,0,F,9,0
19,Female,African-American,2,6,M,5,1
25,Male,African-American,0,2,M,5,1
18,Female,Caucasian,0,-7,F,4,1
25,Male,African-American,3,2,M,8,1
43,Female,African-American,1,-17,M,6,1
40,Male,African-American,2,-7,F,5,0
38,Male,Hispanic,0,3,M,4,0
18,Male,Hispanic,0,2,F,4,0
27,Male,African-American,2,-5,F,5,0
38,Male,African-American,4,-8,M,4,1
23,Male,African-American,0,3,F,4,1
23,Female,Other,1,3,M,5,0
38,Male,African-American,0,1,M,2,1
21,Female,African-American,1,-1,M,3,0
21,Male,African-American,0,-5,F,9,0
34,Female,African-American,0,1,F,6,1
29,Female,African-American,1,-6,F,7,0
27,Male,Caucasian,0,-6,F,2,1
24,Female,African-American,0,-6,M,1,1
40,Female,Caucasian,2,4,F,5,1
18,Male,African-American,2,2,M,6,1
34,Male,African-American,6,-7,M,6,1
37,Male,Hispanic,1,-7,F,5,0
18,Female,African-American,6,11,M,2,1
23,Male,Caucasian,0,7,F,6,0
26,Male,Caucasian,0,-8,F,6,1
43,Male,African-American,1,2,M,9,1
18,Male,Other,0,-16,M,1,0
18,Female,African-American,0,-5,M,6,1
28,Female,Hispanic,0,-11,M,4,1
22,Male,African-American,6,-6,M,7,0
19,Male,Hispanic,1,0,F,7,0
32,Male,African-American,0,1,M,7,1
31,Male,Caucasian,1,-5,M,6,1
49,Male,Caucasian,0,5,F,3,0
18,Male,Other,0,-1,M,5,1
25,Male,Hispanic,1,5,M,1,0
30,Male,Caucasian,2,-7,M,5,0
23,Male,Hispanic,0,-13,F,5,1
32,Male,African-American,0,3,F,7,0
36,Female,African-American,4,-9,M,2,1
21,Male,African-American,1,19,F,5,0
31,Male,African-American,0,-13,M,2,0
23,Female,African-American,2,6,F,10,1
35,Male,Caucasian,1,8,F,5,0
29,Male,African-American,0,3,F,7,0
36,Male,Caucasian,0,1,M,4,0
34,Male,African-American,3,-4,F,1,0
32,Female,African-American,3,2,M,3,1
18,Male,African-American,0,-1,M,2,1
37,Male,Caucasian,1,-10,M,3,1
